time,floors
1484263380,0
1484263440,0
1484263500,0
1484263560,0
1484263620,0
1484263680,0
1484263740,0
1484263800,0
1484263860,0
1484263920,0
1484263980,0
1484264040,0
1484264100,0
1484264160,0
1484264220,0
1484264280,0
1484264340,0
1484264400,0
1484264460,0
1484264520,0
1484264580,0
1484264640,0
1484264700,0
1484264760,0
1484264820,0
1484264880,0
1484264940,0
1484265000,0
1484265060,0
1484265120,0
1484265180,0
1484265240,0
1484265300,0
1484265360,0
1484265420,0
1484265480,0
1484265540,0
1484265600,0
1484265660,0
1484265720,0
1484265780,0
1484265840,0
1484265900,0
1484265960,0
1484266020,0
1484266080,0
1484266140,0
1484266200,0
1484266260,0
1484266320,0
1484266380,0
1484266440,0
1484266500,0
1484266560,0
1484266620,0
1484266680,0
1484266740,0
1484266800,0
1484266860,0
1484266920,0
1484266980,0
1484267040,0
1484267100,0
1484267160,0
1484267220,0
1484267280,0
1484267340,0
1484267400,0
1484267460,0
1484267520,0
1484267580,0
1484267640,0
1484267700,0
1484267760,0
1484267820,0
1484267880,0
1484267940,0
1484268000,0
1484268060,0
1484268120,0
1484268180,0
1484268240,0
1484268300,0
1484268360,0
1484268420,0
1484268480,0
1484268540,0
1484268600,0
1484268660,0
1484268720,0
1484268780,0
1484268840,0
1484268900,0
1484268960,0
1484269020,0
1484269080,0
1484269140,0
1484269200,0
1484269260,0
1484269320,0
1484269380,0
1484269440,0
1484269500,0
1484269560,0
1484269620,0
1484269680,0
1484269740,0
1484269800,0
1484269860,0
1484269920,0
1484269980,0
1484270040,0
1484270100,0
1484270160,0
1484270220,0
1484270280,0
1484270340,0
1484270400,0
1484270460,0
1484270520,0
1484270580,0
1484270640,0
1484270700,0
1484270760,0
1484270820,0
1484270880,0
1484270940,0
1484271000,0
1484271060,0
1484271120,0
1484271180,0
1484271240,0
1484271300,0
1484271360,0
1484271420,0
1484271480,0
1484271540,0
1484271600,0
1484271660,0
1484271720,0
1484271780,0
1484271840,0
1484271900,0
1484271960,0
1484272020,0
1484272080,0
1484272140,0
1484272200,0
1484272260,0
1484272320,0
1484272380,0
1484272440,0
1484272500,0
1484272560,0
1484272620,0
1484272680,0
1484272740,0
1484272800,0
1484272860,0
1484272920,0
1484272980,0
1484273040,0
1484273100,0
1484273160,0
1484273220,0
1484273280,0
1484273340,0
1484273400,0
1484273460,0
1484273520,0
1484273580,0
1484273640,0
1484273700,0
1484273760,0
1484273820,0
1484273880,0
1484273940,0
1484274000,0
1484274060,0
1484274120,0
1484274180,0
1484274240,0
1484274300,0
1484274360,0
1484274420,0
1484274480,0
1484274540,0
1484274600,0
1484274660,0
1484274720,0
1484274780,0
1484274840,0
1484274900,0
1484274960,0
1484275020,0
1484275080,0
1484275140,0
1484275200,0
1484275260,0
1484275320,0
1484275380,0
1484275440,0
1484275500,0
1484275560,0
1484275620,0
1484275680,0
1484275740,0
1484275800,0
1484275860,0
1484275920,0
1484275980,0
1484276040,0
1484276100,0
1484276160,0
1484276220,0
1484276280,0
1484276340,0
1484276400,0
1484276460,0
1484276520,0
1484276580,0
1484276640,0
1484276700,0
1484276760,0
1484276820,0
1484276880,0
1484276940,0
1484277000,0
1484277060,0
1484277120,0
1484277180,0
1484277240,0
1484277300,0
1484277360,0
1484277420,0
1484277480,0
1484277540,0
1484277600,0
1484277660,0
1484277720,0
1484277780,0
1484277840,0
1484277900,0
1484277960,0
1484278020,0
1484278080,0
1484278140,0
1484278200,0
1484278260,0
1484278320,0
1484278380,0
1484278440,0
1484278500,0
1484278560,0
1484278620,0
1484278680,0
1484278740,0
1484278800,0
1484278860,0
1484278920,0
1484278980,0
1484279040,0
1484279100,0
1484279160,0
1484279220,0
1484279280,0
1484279340,0
1484279400,0
1484279460,0
1484279520,0
1484279580,0
1484279640,0
1484279700,0
1484279760,0
1484279820,0
1484279880,0
1484279940,0
1484280000,0
1484280060,0
1484280120,0
1484280180,0
1484280240,0
1484280300,0
1484280360,0
1484280420,0
1484280480,0
1484280540,0
1484280600,0
1484280660,0
1484280720,0
1484280780,0
1484280840,0
1484280900,0
1484280960,0
1484281020,0
1484281080,0
1484281140,0
1484281200,0
1484281260,0
1484281320,0
1484281380,0
1484281440,0
1484281500,0
1484281560,0
1484281620,0
1484281680,0
1484281740,0
1484281800,0
1484281860,0
1484281920,0
1484281980,0
1484282040,0
1484282100,0
1484282160,0
1484282220,0
1484282280,0
1484282340,0
1484282400,0
1484282460,0
1484282520,0
1484282580,0
1484282640,0
1484282700,0
1484282760,0
1484282820,0
1484282880,0
1484282940,0
1484283000,0
1484283060,0
1484283120,0
1484283180,0
1484283240,0
1484283300,0
1484283360,0
1484283420,0
1484283480,0
1484283540,0
1484283600,0
1484283660,0
1484283720,0
1484283780,0
1484283840,0
1484283900,0
1484283960,0
1484284020,0
1484284080,0
1484284140,0
1484284200,0
1484284260,0
1484284320,0
1484284380,0
1484284440,0
1484284500,0
1484284560,0
1484284620,0
1484284680,0
1484284740,0
1484284800,0
1484284860,0
1484284920,0
1484284980,0
1484285040,0
1484285100,0
1484285160,0
1484285220,0
1484285280,0
1484285340,0
1484285400,0
1484285460,0
1484285520,0
1484285580,0
1484285640,0
1484285700,0
1484285760,0
1484285820,0
1484285880,0
1484285940,0
1484286000,0
1484286060,0
1484286120,0
1484286180,0
1484286240,0
1484286300,0
1484286360,0
1484286420,0
1484286480,0
1484286540,0
1484286600,0
1484286660,0
1484286720,0
1484286780,0
1484286840,0
1484286900,0
1484286960,0
1484287020,0
1484287080,0
1484287140,0
1484287200,0
1484287260,0
1484287320,0
1484287380,0
1484287440,0
1484287500,0
1484287560,0
1484287620,0
1484287680,0
1484287740,0
1484287800,0
1484287860,0
1484287920,0
1484287980,0
1484288040,0
1484288100,0
1484288160,0
1484288220,0
1484288280,0
1484288340,0
1484288400,0
1484288460,0
1484288520,0
1484288580,0
1484288640,0
1484288700,0
1484288760,0
1484288820,0
1484288880,0
1484288940,0
1484289000,0
1484289060,0
1484289120,0
1484289180,0
1484289240,0
1484289300,0
1484289360,0
1484289420,0
1484289480,0
1484289540,0
1484289600,0
1484289660,0
1484289720,0
1484289780,0
1484289840,0
1484289900,0
1484289960,0
1484290020,0
1484290080,0
1484290140,0
1484290200,0
1484290260,0
1484290320,0
1484290380,0
1484290440,0
1484290500,0
1484290560,0
1484290620,0
1484290680,0
1484290740,0
1484290800,0
1484290860,0
1484290920,0
1484290980,0
1484291040,0
1484291100,0
1484291160,0
1484291220,0
1484291280,0
1484291340,0
1484291400,0
1484291460,0
1484291520,0
1484291580,0
1484291640,0
1484291700,0
1484291760,0
1484291820,0
1484291880,0
1484291940,0
1484292000,0
1484292060,0
1484292120,0
1484292180,0
1484292240,0
1484292300,0
1484292360,0
1484292420,0
1484292480,0
1484292540,0
1484292600,0
1484292660,0
1484292720,0
1484292780,0
1484292840,0
1484292900,0
1484292960,0
1484293020,0
1484293080,0
1484293140,0
1484293200,0
1484293260,0
1484293320,0
1484293380,0
1484293440,0
1484293500,0
1484293560,0
1484293620,0
1484293680,0
1484293740,0
1484293800,0
1484293860,0
1484293920,0
1484293980,0
1484294040,0
1484294100,0
1484294160,0
1484294220,0
1484294280,0
1484294340,0
1484294400,0
1484294460,0
1484294520,0
1484294580,0
1484294640,0
1484294700,0
1484294760,0
1484294820,0
1484294880,0
1484294940,0
1484295000,0
1484295060,0
1484295120,0
1484295180,0
1484295240,0
1484295300,0
1484295360,0
1484295420,0
1484295480,0
1484295540,0
1484295600,0
1484295660,0
1484295720,0
1484295780,0
1484295840,0
1484295900,0
1484295960,0
1484296020,0
1484296080,0
1484296140,0
1484296200,0
1484296260,0
1484296320,0
1484296380,0
1484296440,0
1484296500,0
1484296560,0
1484296620,0
1484296680,0
1484296740,0
1484296800,0
1484296860,0
1484296920,0
1484296980,0
1484297040,0
1484297100,0
1484297160,0
1484297220,0
1484297280,0
1484297340,0
1484297400,0
1484297460,0
1484297520,0
1484297580,0
1484297640,0
1484297700,0
1484297760,0
1484297820,0
1484297880,0
1484297940,0
1484298000,0
1484298060,0
1484298120,0
1484298180,0
1484298240,0
1484298300,0
1484298360,0
1484298420,0
1484298480,0
1484298540,0
1484298600,0
1484298660,0
1484298720,0
1484298780,0
1484298840,0
1484298900,0
1484298960,0
1484299020,0
1484299080,0
1484299140,0
1484299200,0
1484299260,0
1484299320,0
1484299380,0
1484299440,0
1484299500,0
1484299560,0
1484299620,0
1484299680,0
1484299740,0
1484299800,0
1484299860,0
1484299920,0
1484299980,0
1484300040,0
1484300100,0
1484300160,0
1484300220,0
1484300280,0
1484300340,0
1484300400,0
1484300460,0
1484300520,0
1484300580,0
1484300640,0
1484300700,0
1484300760,0
1484300820,0
1484300880,0
1484300940,0
1484301000,0
1484301060,0
1484301120,0
1484301180,0
1484301240,0
1484301300,0
1484301360,0
1484301420,0
1484301480,0
1484301540,0
1484301600,0
1484301660,0
1484301720,0
1484301780,0
1484301840,0
1484301900,0
1484301960,0
1484302020,0
1484302080,0
1484302140,0
1484302200,0
1484302260,0
1484302320,0
1484302380,0
1484302440,0
1484302500,0
1484302560,0
1484302620,0
1484302680,0
1484302740,0
1484302800,0
1484302860,0
1484302920,0
1484302980,0
1484303040,0
1484303100,0
1484303160,0
1484303220,0
1484303280,0
1484303340,0
1484303400,0
1484303460,0
1484303520,0
1484303580,0
1484303640,0
1484303700,0
1484303760,0
1484303820,0
1484303880,0
1484303940,0
1484304000,0
1484304060,0
1484304120,0
1484304180,0
1484304240,0
1484304300,0
1484304360,0
1484304420,0
1484304480,0
1484304540,0
1484304600,0
1484304660,0
1484304720,0
1484304780,0
1484304840,0
1484304900,0
1484304960,0
1484305020,0
1484305080,0
1484305140,0
1484305200,0
1484305260,0
1484305320,0
1484305380,0
1484305440,0
1484305500,0
1484305560,0
1484305620,0
1484305680,0
1484305740,0
1484305800,0
1484305860,0
1484305920,0
1484305980,0
1484306040,0
1484306100,0
1484306160,0
1484306220,0
1484306280,0
1484306340,0
1484306400,0
1484306460,0
1484306520,0
1484306580,0
1484306640,0
1484306700,0
1484306760,0
1484306820,0
1484306880,0
1484306940,0
1484307000,0
1484307060,0
1484307120,0
1484307180,0
1484307240,0
1484307300,0
1484307360,0
1484307420,0
1484307480,0
1484307540,0
1484307600,0
1484307660,0
1484307720,0
1484307780,0
1484307840,0
1484307900,0
1484307960,0
1484308020,0
1484308080,0
1484308140,0
1484308200,0
1484308260,0
1484308320,0
1484308380,0
1484308440,0
1484308500,0
1484308560,0
1484308620,0
1484308680,0
1484308740,0
1484308800,0
1484308860,0
1484308920,0
1484308980,0
1484309040,0
1484309100,0
1484309160,0
1484309220,0
1484309280,0
1484309340,0
1484309400,0
1484309460,0
1484309520,0
1484309580,0
1484309640,0
1484309700,0
1484309760,0
1484309820,0
1484309880,0
1484309940,0
1484310000,0
1484310060,0
1484310120,0
1484310180,0
1484310240,0
1484310300,0
1484310360,0
1484310420,0
1484310480,0
1484310540,0
1484310600,0
1484310660,0
1484310720,0
1484310780,0
1484310840,0
1484310900,0
1484310960,0
1484311020,0
1484311080,0
1484311140,0
1484311200,0
1484311260,0
1484311320,0
1484311380,0
1484311440,0
1484311500,0
1484311560,0
1484311620,0
1484311680,0
1484311740,0
1484311800,0
1484311860,0
1484311920,0
1484311980,0
1484312040,0
1484312100,0
1484312160,0
1484312220,0
1484312280,0
1484312340,0
1484312400,0
1484312460,0
1484312520,0
1484312580,0
1484312640,0
1484312700,0
1484312760,0
1484312820,0
1484312880,0
1484312940,0
1484313000,0
1484313060,0
1484313120,0
1484313180,0
1484313240,0
1484313300,0
1484313360,0
1484313420,0
1484313480,0
1484313540,0
1484313600,0
1484313660,0
1484313720,0
1484313780,0
1484313840,0
1484313900,0
1484313960,0
1484314020,0
1484314080,0
1484314140,0
1484314200,0
1484314260,0
1484314320,0
1484314380,0
1484314440,0
1484314500,0
1484314560,0
1484314620,0
1484314680,0
1484314740,0
1484314800,0
1484314860,0
1484314920,0
1484314980,0
1484315040,0
1484315100,0
1484315160,0
1484315220,0
1484315280,0
1484315340,0
1484315400,0
1484315460,0
1484315520,0
1484315580,0
1484315640,0
1484315700,0
1484315760,0
1484315820,0
1484315880,0
1484315940,0
1484316000,0
1484316060,0
1484316120,0
1484316180,0
1484316240,0
1484316300,0
1484316360,0
1484316420,0
1484316480,0
1484316540,0
1484316600,0
1484316660,0
1484316720,0
1484316780,0
1484316840,0
1484316900,0
1484316960,0
1484317020,0
1484317080,0
1484317140,0
1484317200,0
1484317260,0
1484317320,0
1484317380,0
1484317440,0
1484317500,0
1484317560,0
1484317620,0
1484317680,0
1484317740,0
1484317800,0
1484317860,0
1484317920,0
1484317980,0
1484318040,0
1484318100,0
1484318160,0
1484318220,0
1484318280,0
1484318340,0
1484318400,0
1484318460,0
1484318520,0
1484318580,0
1484318640,0
1484318700,0
1484318760,0
1484318820,0
1484318880,0
1484318940,0
1484319000,0
1484319060,0
1484319120,0
1484319180,0
1484319240,0
1484319300,0
1484319360,0
1484319420,0
1484319480,0
1484319540,0
1484319600,0
1484319660,0
1484319720,0
1484319780,0
1484319840,0
1484319900,0
1484319960,0
1484320020,0
1484320080,0
1484320140,0
1484320200,0
1484320260,0
1484320320,0
1484320380,0
1484320440,0
1484320500,0
1484320560,0
1484320620,0
1484320680,0
1484320740,0
1484320800,0
1484320860,0
1484320920,0
1484320980,0
1484321040,0
1484321100,0
1484321160,0
1484321220,0
1484321280,0
1484321340,0
1484321400,0
1484321460,0
1484321520,0
1484321580,0
1484321640,0
1484321700,0
1484321760,0
1484321820,0
1484321880,0
1484321940,0
1484322000,0
1484322060,0
1484322120,0
1484322180,0
1484322240,0
1484322300,0
1484322360,0
1484322420,0
1484322480,0
1484322540,0
1484322600,0
1484322660,0
1484322720,0
1484322780,0
1484322840,0
1484322900,0
1484322960,0
1484323020,0
1484323080,0
1484323140,0
